email,categoria,identificat_raspuns,raspuns_propus
Mi-am uitat parola. Aș dori mai multe informații,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
ATM-ul mi-a reținut cardul. Am întâmpinat o problemă,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cât durează deschiderea unui cont? Ce pași trebuie să urmez?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Ce este un fond mutual? Cum pot rezolva această situație?,necunoscut,nu,Răspunsul nu este disponibil.
De ce mi-a fost refuzată plata? Mi s-a spus să contactez suportul,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
"Vreau să aflu mai multe despre bursă. Am încercat deja, dar fără rezultat",investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Am nevoie de un consultant pentru investiții. Aș dori mai multe informații,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Care sunt condițiile pentru un card de credit business? Am întâmpinat o problemă,necunoscut,nu,Răspunsul nu este disponibil.
Nu primesc codul de autentificare. Nu funcționează corect,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
"Am bani în cont dar nu pot plăti. Am încercat deja, dar fără rezultat",plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Cum anulez o cerere de credit depusă? Mi s-a spus să contactez suportul,necunoscut,nu,Răspunsul nu este disponibil.
Vreau să aflu mai multe despre bursă. Aș dori mai multe informații,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Cât durează deschiderea unui cont? Am întâmpinat o problemă,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Am pierdut cardul, cum îl blochez? Mi s-a spus să contactez suportul",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cardul meu nu este acceptat la POS. Cum pot rezolva această situație?,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Se poate plăti cu Apple Pay? Am încercat deja, dar fără rezultat",necunoscut,nu,Răspunsul nu este disponibil.
Mi-am uitat parola. Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cardul meu nu este acceptat la POS. Am întâmpinat o problemă,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Am pierdut cardul, cum îl blochez? Am întâmpinat o problemă",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Pot rambursa anticipat creditul? Am încercat deja, dar fără rezultat",credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Mi-am uitat parola. Am întâmpinat o problemă,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Am nevoie de un credit rapid. Mi s-a spus să contactez suportul,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Am bani în cont dar nu pot plăti.,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Ce opțiuni de investiții aveți? Aș dori mai multe informații,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Mi-am uitat parola. Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
"Am introdus PIN-ul greșit și mi s-a blocat cardul. Am încercat deja, dar fără rezultat",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cât durează deschiderea unui cont? Nu funcționează corect,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Cum pot deschide un cont pentru copil? Mi s-a spus să contactez suportul,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Nu pot accesa contul din aplicație.,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Care sunt condițiile pentru un card de credit business? Aș dori mai multe informații,necunoscut,nu,Răspunsul nu este disponibil.
"Nu primesc codul de autentificare. Am încercat deja, dar fără rezultat",autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Am visat că eram pe o plajă exotică.,irrelevant,nu,Răspunsul nu este disponibil.
Plata contactless nu merge. Vă rog să mă ajutați,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Vreau să îmi fac un cont de economii. Cum pot rezolva această situație?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Cum activez autentificarea cu amprentă? Am întâmpinat o problemă,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Nu pot accesa contul din aplicație. Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
"Cum pot deschide un cont pentru copil? Am încercat deja, dar fără rezultat",cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Vreau să aflu mai multe despre bursă. Vă rog să mă ajutați,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Vindeți asigurări de viață? Cum pot rezolva această situație?,necunoscut,nu,Răspunsul nu este disponibil.
"Mi-a fost blocat cardul, ce pot face?",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Ce opțiuni de investiții aveți?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Mi-am uitat parola. Am întâmpinat o problemă,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cum anulez o cerere de credit depusă? Mi s-a spus să contactez suportul,necunoscut,nu,Răspunsul nu este disponibil.
"ATM-ul mi-a reținut cardul. Am încercat deja, dar fără rezultat",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Mi-a fost blocat cardul, ce pot face? Vă rog să mă ajutați",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Cât durează deschiderea unui cont? Am încercat deja, dar fără rezultat",cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Vindeți asigurări de viață? Am încercat deja, dar fără rezultat",necunoscut,nu,Răspunsul nu este disponibil.
Nu primesc codul de autentificare. Ce pași trebuie să urmez?,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Pot deschide un cont din străinătate? Aș dori mai multe informații,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Am introdus PIN-ul greșit și mi s-a blocat cardul. Cum pot rezolva această situație?,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
De ce mi-a fost refuzată plata? Aș dori mai multe informații,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Cardul meu nu funcționează la ATM. Ce pași trebuie să urmez?,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Pot rambursa anticipat creditul? Am întâmpinat o problemă,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Vreau să îmi fac un cont de economii. Am întâmpinat o problemă,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Aplicația mă scoate automat din cont. Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cum activez autentificarea cu amprentă? Nu funcționează corect,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Ce înseamnă IBAN? Mi s-a spus să contactez suportul,necunoscut,nu,Răspunsul nu este disponibil.
Plata online a fost respinsă. Mi s-a spus să contactez suportul,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Nu pot face plăți cu cardul. Mi s-a spus să contactez suportul,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Nu pot accesa contul din aplicație. Mi s-a spus să contactez suportul,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cum pot aplica pentru un credit ipotecar?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Ce înseamnă IBAN? Mi s-a spus să contactez suportul,necunoscut,nu,Răspunsul nu este disponibil.
Nu pot accesa contul din aplicație. Nu funcționează corect,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
"Vreau să îmi fac un cont de economii. Am încercat deja, dar fără rezultat",cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Am nevoie de un consultant pentru investiții. Vă rog să mă ajutați,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
